ls_iter termination
0.09126984126984126 1.0
0.09448818897637795 2.0
0.09561752988047809 3.0
0.09608540925266904 4.0
0.09881422924901186 5.0
0.1 6.0
0.10040160642570281 7.0
0.10283687943262411 8.0
0.10357142857142858 9.0
0.11191335740072202 10.0
0.12547528517110265 11.0
0.12692307692307692 12.0
0.12692307692307692 13.0
0.12786259541984732 14.0
0.12887438825448613 15.0
0.12909441233140656 16.0
0.12987012987012986 17.0
0.13095238095238096 18.0
0.13157894736842105 19.0
0.13165680473372782 20.0
0.13212795549374132 21.0
0.13274336283185842 22.0
0.13278688524590163 23.0
0.1331168831168831 24.0
0.13314840499306518 25.0
0.13323572474377746 26.0
0.13443072702331962 27.0
0.1349095966620306 28.0
0.1352154531946508 29.0
0.13573407202216067 30.0
0.13598074608904934 31.0
0.13614457831325302 32.0
0.13636363636363635 33.0
0.13636363636363635 34.0
0.1366120218579235 35.0
0.13670613562970937 36.0
0.13701923076923078 37.0
0.13874066168623267 38.0
0.13910186199342825 39.0
0.1396103896103896 40.0
0.1464203233256351 41.0
