ls_iter termination
2.5858915741345525 1.0
2.7455048409405256 2.0
2.7932761087267526 3.0
2.8658192090395485 4.0
3.0566371681415934 5.0
4.655518394648829 6.0
4.739130434782608 7.0
4.76530612244898 8.0
4.810996563573883 9.0
5.096774193548387 10.0
5.308943089430894 11.0
5.364754098360656 12.0
5.373983739837398 13.0
5.3795918367346935 14.0
5.547717842323651 15.0
5.924242424242424 16.0
6.0102040816326525 17.0
6.144329896907216 18.0
6.255208333333334 19.0
6.396551724137931 20.0
6.413793103448276 21.0
6.473988439306359 22.0
6.5847953216374275 23.0
6.664705882352941 24.0
6.986666666666666 25.0
7.0 26.0
7.013333333333334 27.0
7.210884353741497 28.0
7.716867469879517 29.0
7.8235294117647065 30.0
7.9576271186440675 31.0
8.017094017094017 32.0
8.408695652173913 33.0
8.598214285714286 34.0
9.914529914529915 35.0
11.942307692307692 36.0
12.54 37.0
13.090909090909092 38.0
13.488372093023257 39.0
13.511627906976743 40.0
14.133333333333333 41.0
15.902439024390244 42.0
17.735294117647058 43.0
22.129032258064516 44.0
23.11111111111111 45.0
