ls_iter termination
0.39276739866710386 1.0
0.39988385598141685 2.0
0.4011658717541069 3.0
0.42337011033099303 4.0
0.4340636191278704 5.0
0.454027836355968 6.0
0.4612773180564398 7.0
0.4689475963620615 8.0
0.47149924714992464 9.0
0.4729673957903424 10.0
0.4782878962791939 11.0
0.48357119150348504 12.0
0.4855781289189869 13.0
0.49842295561197014 14.0
0.5099132589838908 15.0
0.5226032735775528 16.0
0.5313953488372092 17.0
0.5314146736927441 18.0
0.5359207266721717 19.0
0.5455696202531644 20.0
0.6043656207366985 21.0
0.6138211382113821 22.0
0.613826815642458 23.0
0.6167751265365147 24.0
0.6455416359616803 25.0
0.6509803921568627 26.0
0.6658064516129034 27.0
0.6661427224143353 28.0
0.6674033149171272 29.0
0.6675351260816971 30.0
0.673776662484316 31.0
0.6743027888446216 32.0
0.6744945567651635 33.0
0.685995623632385 34.0
0.6874439096026759 35.0
0.6983240223463687 36.0
0.7050243111831445 37.0
0.7094594594594597 38.0
0.7095926412614979 39.0
0.7096336499321576 40.0
0.7216312056737588 41.0
0.7225042301184432 42.0
0.7250437828371279 43.0
0.7315875613747953 44.0
0.7326732673267329 45.0
0.7347972972972974 46.0
0.7494780793319413 47.0
0.7679671457905544 48.0
0.7755991285403052 49.0
0.7915789473684209 50.0
