seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap
5,360000,3600.816406881,3600.515991915,0.0001514210501620084,0.00031736595597810756,0.00031741645600989385,6287,0,0,3.0,0.0,Inf,Inf
