seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
4,640000,3602.060418296,3601.690754865,0.00038522743746402586,0.0007787514916209738,0.0007790543451640181,3780,NaN,NaN
