seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
3,490000,3630.500365013,3622.565719659,0.9871767457424753,2.8585897408200944e-7,3.650496434399672e-7,491,NaN,NaN
