seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,10000,1.2366744441547537,1.3387286976689061e-5,1.3387286501548301e-5,6695367,3601.337766438,3601.311065046
2,10000,1.1453848081949487,3.650623231488126e-8,7.416755438971467e-8,9,0.015192144,0.01303415
3,10000,1.1516206706950352,1.9746380210058923e-6,1.974638029193787e-6,6840161,3600.005785168,3600.00194664
4,10000,0.8282947995948922,1.0000002467758229e-7,9.999998882431749e-8,4445890,3255.779803681,3255.777404047
5,10000,0.8882121933715116,1.18377577849188e-6,1.183775776146534e-6,6054274,3600.006376288,3600.002179027
1,40000,0.9719551314310452,6.60751840152185e-8,8.370163265963848e-8,17,6.055677736,5.527993593
2,40000,0.881601087316952,4.020401854328004e-6,4.020401084152414e-6,45954,3602.050210206,3601.914594004
3,40000,0.9154433327185353,8.649172957599094e-6,8.649174671627319e-6,46790,3600.428934023,3600.18798545
4,40000,0.8999797127601674,1.3334474351298087e-6,1.331668864037322e-6,46285,3600.427526531,3600.276001537
5,40000,0.9841347427601275,2.0866679082930106e-6,2.0866678096150004e-6,46077,3600.299552071,3600.164004958
1,90000,0.9879900413938523,6.8539997033628675e-6,6.854006894884551e-6,44645,3602.318911061,3602.04398348
2,90000,0.857034000090791,2.3530591325513633e-6,2.3530500657276826e-6,44244,3600.726680201,3600.367992117
3,90000,0.9517978866014503,6.949014564119893e-8,9.548411017412661e-8,13,1.683118232,1.415977687
4,90000,1.0047041462456119,2.664759874128342e-6,2.664756288014297e-6,43755,3600.426714158,3600.255986618
5,90000,1.0558752145828354,1.6609941033696174e-8,5.8877550716818217e-8,10,2.36638072,1.975980796
1,160000,0.9192266958205343,3.0121133795420196e-6,3.0121160171838607e-6,13667,3602.505278964,3602.147983582
2,160000,0.9693541405890025,6.154753730546261e-6,6.1547495991687295e-6,13337,3601.093179886,3600.715991699
3,160000,1.021914635205731,3.278733182697502e-8,3.2787331870343106e-8,6,1.586528676,1.283997735
4,160000,0.9722194948009407,9.575318808685562e-8,9.575318808165145e-8,13,2.370548664,2.111979985
5,160000,1.107614922458082,6.055912236315603e-6,6.054750207784912e-6,11872,3600.862417093,3600.657180012
1,250000,0.864495064049792,6.330092441712842e-8,8.561746099242096e-8,15,9.875413181,9.46945417
2,250000,0.9139234383185413,1.2378235867294834e-6,1.2378144102660749e-6,9309,3602.619694976,3602.24799716
3,250000,1.0765218256155764,2.1316656955809588e-6,2.1317017337256494e-6,9358,3601.418167184,3600.891956647
4,250000,0.9260942329082473,1.5860043055919426e-6,1.5860055106713816e-6,9555,3601.231699819,3600.826366082
5,250000,1.0678900457755758,2.4092233052303014e-9,2.4092233086997483e-9,6,3.924263537,3.456002803
1,360000,0.921851598692606,2.3955398496863095e-6,2.395527614790921e-6,8438,3602.467524167,3602.059969275
2,360000,0.9371126385791451,3.7109434908658145e-8,3.710943491559704e-8,6,4.015082753,3.612017737
3,360000,0.8944488388860833,7.261194550373801e-7,7.26118767162276e-7,8289,3601.715682155,3601.375980125
4,360000,0.9543763476966916,3.6921010280813182e-6,3.6921126828921152e-6,8755,3601.475502646,3601.119975292
5,360000,1.0180425860497957,1.4120101487213876e-6,1.4119677074538733e-6,8499,3601.358211164,3600.96395131
1,490000,1.080912429026085,3.5190439475699803e-6,3.523953375520958e-6,503,3629.835171796,3620.91831746
2,490000,1.002801090763715,3.861857965012372e-8,3.861857966573623e-8,6,38.691031155,33.998703799
3,490000,0.9871784132699133,2.868867050039893e-6,2.8654644129528714e-6,452,3622.703772172,3615.962771035
4,490000,0.946821715392073,1.7511461798307495e-6,1.7490912582194054e-6,397,3635.903177624,3627.059991618
5,490000,0.9716241468708483,9.643704590445168e-8,9.64370458949107e-8,3,36.799180065,31.235980112
1,640000,0.9643459279654621,1.478155380338006e-6,1.4782704888909037e-6,366,3628.67637629,3622.451833443
2,640000,1.0051529088492883,2.9153886801219775e-8,2.9153886790811434e-8,6,50.644027577,45.604009116
3,640000,0.972741721904881,6.412996227216083e-7,6.413044950715277e-7,448,3627.487999144,3622.051967192
4,640000,1.0069725072399636,6.404973791618307e-8,8.499885613931502e-8,19,162.668037424,154.83594682
5,640000,1.0100715105861806,5.278615604438139e-7,5.277597791607594e-7,425,3631.714516776,3625.15999938
1,810000,1.0441511205174794,7.897610458306933e-6,8.186833978301652e-6,339,3641.526272164,3635.551896669
2,810000,1.0274150789651628,1.0620694189588872e-6,1.0618716122677216e-6,273,3642.668094002,3634.154768797
3,810000,0.9251208506909052,4.261037027787282e-6,4.260305922951756e-6,347,3635.247796479,3627.054729253
4,810000,0.9958916286213723,3.538810361749904e-6,3.5385909262185267e-6,331,3635.883981112,3624.374612936
5,810000,0.8998007682779456,2.8584121810693378e-6,2.8785073007912138e-6,262,3639.715799553,3631.982647052
1,1000000,1.0518273030147718,2.0064566430806965e-6,2.006244928394983e-6,210,3649.213462397,3640.447902426
2,1000000,0.9692780813967639,2.327714748615213e-6,2.3101157716511056e-6,347,3628.88366313,3620.742652643
3,1000000,0.9952497922113871,2.9172206152559485e-6,2.917369421466358e-6,379,3626.579797433,3619.98273569
4,1000000,0.9749724571636945,2.475211935690398e-6,2.475161043583897e-6,427,3623.254211044,3615.771935308
5,1000000,1.0241604796572659,6.888236365690942e-7,6.888317737024224e-7,382,3634.206499887,3625.783888368
