seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,10000,1.236662884229196,2.180356534139949e-7,9.204099779558383e-8,3,0,0,2.99837574445046,0.040280215897071925,Inf,Inf,1.894949505,1.873550874
2,10000,1.145384783300952,1.4103372698859307e-8,0.0,0,0,0,2.0,0.0,Inf,Inf,0.030268045,0.030076277
3,10000,1.1516198181818469,2.332968065260621e-8,0.0,0,0,0,2.8,0.4103913408340616,Inf,Inf,0.00299893,0.002825267
4,10000,0.8282948367596177,2.775579770256109e-7,9.288802543111485e-8,2,0,0,2.826923076923077,0.3820047143818447,Inf,Inf,0.004410181,0.002543824
5,10000,0.8882113375995934,3.794237005139145e-8,0.0,0,0,0,2.9285714285714284,0.26726124191242445,Inf,Inf,0.003309939,0.003134126
1,40000,0.9719551037480726,4.498447605041922e-8,0.0,0,0,0,2.0,0.0,Inf,Inf,2.972435369,2.856333594
2,40000,0.8815985258547695,2.9018014567616657e-8,8.380765357390851e-8,6,0,0,2.925925925925926,0.2668802563418119,Inf,Inf,4.284368438,3.931983874
3,40000,0.9154352333195351,1.636752234510097e-7,8.848453534465728e-8,2,0,0,2.875,0.3535533905932738,Inf,Inf,0.864389088,0.791974457
4,40000,0.8999787262051565,4.785998634557198e-7,9.994165708557268e-8,1599,0,0,2.9625537139349296,0.18991103657254407,Inf,Inf,500.816395607,500.419985471
5,40000,0.9841335876532975,2.3316737110534724e-8,2.3316737107065277e-8,5,0,0,2.9,0.3077935056255462,Inf,Inf,1.472343095,1.343991233
1,90000,0.9879848570687929,1.407074037389211e-7,9.999213499908843e-8,497,0,0,2.992438563327032,0.086709134262768,Inf,Inf,133.428444468,132.903960547
2,90000,0.8570334966449715,4.021693908971835e-8,0.0,0,0,0,2.9545454545454546,0.2132007163556105,Inf,Inf,0.80041601,0.799845896
3,90000,0.9517978421646393,2.4958864069252185e-8,0.0,0,0,0,2.0,0.0,Inf,Inf,0.304409758,0.303896018
