seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,10000,1.2366628883435844,1.1233307887353883e-7,9.997003249523351e-8,2162,0,0,2.9990749306197966,0.030407915178864712,Inf,Inf,3.222324358,3.201291257
2,10000,1.1453847911626729,2.3817995742358988e-8,2.3817995721542307e-8,4,0,0,2.0,0.0,Inf,Inf,0.006381295,0.004071868
3,10000,1.151619813693555,2.295421056008884e-8,2.2954210511516582e-8,16,0,0,2.933333333333333,0.2581988897471611,Inf,Inf,0.010532474,0.00894609
4,10000,0.8282948091285759,2.048279021671373e-7,6.80753493298436e-8,74,0,0,2.824324324324324,0.38314159577618395,Inf,Inf,0.053174785,0.050716547
5,10000,0.8882113337615954,2.9752709261587906e-8,2.975270921301565e-8,16,0,0,2.933333333333333,0.2581988897471611,Inf,Inf,0.013591244,0.011570287
1,40000,0.9719550943975473,3.217253299533929e-8,3.217253298840039e-8,5,0,0,2.0,0.0,Inf,Inf,5.971654786,5.532000156
2,40000,0.881598519590196,7.459389193831267e-8,7.92353598115525e-8,29,0,0,2.9655172413793105,0.18569533817705194,Inf,Inf,10.776369067,10.559965865
3,40000,0.9154352580833213,1.0981956229810796e-7,9.508444906783375e-8,113,0,0,2.982300884955752,0.13244276964543109,Inf,Inf,42.251432805,42.107975861
4,40000,0.8999787247904656,1.7374508556183832e-7,9.865152642701824e-8,1831,0,0,2.9994538503549975,0.023369844779174934,Inf,Inf,561.391605284,561.247996075
5,40000,0.9841336109296067,2.5922281181658957e-7,3.7163812659224416e-8,20,0,0,2.8,0.4103913408340616,Inf,Inf,6.635704276,6.407965096
1,90000,0.987984866638805,1.9931370882214638e-7,9.987198216696025e-8,408,0,0,2.9926470588235294,0.08553834688253578,Inf,Inf,143.838679721,143.443964712
2,90000,0.8570335031056519,5.332718278419635e-8,5.332718279633941e-8,22,0,0,2.9523809523809526,0.21821789023599233,Inf,Inf,9.531642916,9.02796656
3,90000,0.9517978942348547,9.912175679555046e-8,9.912175679208102e-8,4,0,0,2.0,0.0,Inf,Inf,1.834623423,1.559982811
4,90000,1.0047025121723272,1.6120365161492733e-7,8.373549040263661e-8,350,0,0,2.9885714285714284,0.10644403017341046,Inf,Inf,113.594964484,113.451992324
5,90000,1.0558752111925944,1.2207455882956575e-8,1.2207455848262105e-8,4,0,0,2.0,0.0,Inf,Inf,1.630867505,1.363991996
1,160000,0.9192244140579711,7.173503669896664e-8,7.17350367180486e-8,7,0,0,2.8333333333333335,0.40824829046386296,Inf,Inf,8.541373129,8.105400751
2,160000,0.9693512459002012,9.376821141944547e-8,9.376821138822045e-8,27,0,0,2.9615384615384617,0.196116135138184,Inf,Inf,16.305524266,15.792381702
3,160000,1.021914637539782,3.5591303572737876e-8,3.559130358141149e-8,3,0,0,2.0,0.0,Inf,Inf,1.957511038,1.631954979
4,160000,0.9722195208997713,1.3195857492299956e-7,8.263093661566023e-8,13,0,0,2.8461538461538463,0.37553380809940545,Inf,Inf,6.122591686,5.979999639
5,160000,1.1076126329803477,2.7084971946853e-7,9.819506366880171e-8,161,0,0,2.950310559006211,0.2179805678272964,Inf,Inf,77.961371816,77.622887365
1,250000,0.8644950267809028,3.450058347169438e-8,3.4500583480368e-8,5,0,0,2.0,0.0,Inf,Inf,7.935473041,7.491931753
2,250000,0.9139232855259435,8.576072452887162e-9,8.576072454621886e-9,8,0,0,2.857142857142857,0.3779644730092273,Inf,Inf,10.065998502,9.539411711
3,250000,1.0765200294564525,6.476533477052515e-8,6.476533478613766e-8,5,0,0,2.75,0.5,Inf,Inf,7.206040031,6.730491012
4,250000,0.9260927983205204,6.953388259275939e-9,6.953388259275939e-9,10,0,0,2.6666666666666665,0.49999999999999994,Inf,Inf,11.095618747,10.715615102
5,250000,1.0678900466215766,3.3845746500588136e-9,3.3845746309768554e-9,3,0,0,2.0,0.0,Inf,Inf,4.115541235,3.661115216
1,360000,0.9218505003329568,8.149834313311843e-8,8.149834313658788e-8,34,0,0,2.9696969696969697,0.17407765595569794,Inf,Inf,35.934993558,35.483919095
2,360000,0.937112632403804,2.95137767142295e-8,2.9513776696882266e-8,3,0,0,2.0,0.0,Inf,Inf,3.282963955,2.783977386
