seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,10000,1.2366628881735613,1.6415105935640995e-7,9.68466257258993e-8,6,2.301178924,2.273677455
2,10000,1.1453847907762877,2.3327193829358883e-8,0.0,0,0.004810992,0.004563752
3,10000,1.151619812195476,1.506086440283827e-8,0.0,0,0.004807969,0.004595589
4,10000,0.828294804459157,7.131723383374533e-8,0.0,0,0.004973761,0.004755251
5,10000,0.8882113278579955,3.2238792087302404e-8,3.22387920942413e-8,7,0.019848785,0.016983449
1,40000,0.9719551037480726,4.4984476078174795e-8,0.0,0,3.27244274,3.137626185
2,40000,0.8815985238971538,2.7734728642175854e-8,8.30191247865042e-8,13,9.616401423,9.325697987
3,40000,0.915435240949636,1.3036835012913972e-7,9.9656617243149e-8,92,50.536406153,50.304910825
4,40000,0.899978730962529,3.6711291192398354e-7,9.677272419170158e-8,1601,763.896405071,763.749397132
5,40000,0.9841335876510692,6.309322167843967e-8,6.30932216506841e-8,5,2.180389905,1.985400548
1,90000,0.9879848856564671,1.2315186056002791e-7,9.872025944629437e-8,1289,638.812447926,638.282831626
2,90000,0.8570335058557075,7.074731444602078e-8,7.074731443908189e-8,3,2.4723757,2.197470749
3,90000,0.9517978450295036,2.9098397906490714e-8,0.0,0,0.36040878,0.359901692
4,90000,1.0047025065069544,1.0067144280354046e-7,9.579053165953422e-8,413,229.644410522,229.427080659
5,90000,1.0558752136964207,1.5450930982569e-8,0.0,0,0.564409518,0.563874904
1,160000,0.9192244111812048,6.581351576391559e-8,0.0,0,3.128448612,2.992430732
2,160000,0.9693511890745541,4.217171838995226e-8,9.324247071500202e-8,13,8.276423228,7.929230425
3,160000,1.0219146377535624,3.580465280338119e-8,0.0,0,0.692412445,0.691827808
4,160000,0.9722194943452703,9.180275033909835e-8,0.0,0,0.928435174,0.92774761
5,160000,1.1076126384041183,1.7373272955673036e-7,9.618990612358935e-8,162,106.2804527,105.955170821
1,250000,0.864495026249052,3.377973713941662e-8,0.0,0,3.372462597,3.276598775
2,250000,0.9139232833815056,7.770346370505887e-8,7.770346371546721e-8,4,4.992412207,4.232388839
3,250000,1.0765200390904135,7.861151745183759e-8,8.496077196114282e-8,4,5.060552167,4.64958206
4,250000,0.9260927985157317,4.034576026566705e-8,8.131544115483336e-8,3,5.216414636,4.820615561
5,250000,1.0678900459622291,2.6245737996116736e-9,0.0,0,1.336432541,1.335704261
1,360000,0.921850502470599,1.607317343960829e-7,7.634430622752153e-8,21,29.112376604,28.606937725
2,360000,0.9371126331449176,3.0322015433237315e-8,0.0,0,1.468449703,1.467551435
3,360000,0.8944484450181862,8.587942788851333e-8,8.2756304661466e-8,19,23.384629216,22.762396481
4,360000,0.9543739354754862,7.372649550065058e-8,7.372649550758947e-8,13,19.540459418,19.094991986
5,360000,1.01804179407963,7.929032770463695e-8,7.49260919696848e-8,39,49.352440627,48.834766224
1,490000,1.0809101304643933,4.194914069756417e-8,4.194914068195166e-8,37,366.116493778,358.148357003
2,490000,1.002801092210635,4.0334211961687294e-8,0.0,0,16.172496624,16.171397351
3,490000,0.9871767904912802,4.679452579722451e-7,3.5581022825043745e-7,409,3632.468525648,3624.403465782
4,490000,0.9468205513333005,4.2223943821830673e-7,6.571927729020696e-7,349,3635.840527578,3628.369997204
5,490000,0.9716240582643857,2.264873178760285e-9,0.0,0,24.752375408,24.7512804
1,640000,0.9643446796397446,2.1168432942555299e-7,7.31116833272566e-8,13,152.328411806,144.203948822
2,640000,1.0051529050070185,2.463144198414785e-8,0.0,0,20.096549952,20.095300547
3,640000,0.9727411620110348,1.3242047007967078e-7,2.7073612191529095e-8,11,98.468423543,91.39967817
4,640000,1.006972540982576,8.416232713699678e-8,8.416232714046623e-8,7,70.32442473,61.108453822
5,640000,1.0100714352679652,1.0453352806191057e-7,5.4628769828070356e-8,14,136.684448186,129.41847302
1,810000,1.044147609195519,8.293473482707397e-8,9.27075977175465e-8,48,858.548661606,846.608487058
2,810000,1.0274142174843819,1.77712586478182e-8,8.612993805841296e-8,23,487.583698071,472.921673755
3,810000,0.9251184894179971,2.3415717989236362e-7,8.63227393585117e-8,47,811.96064432,796.610609721
4,810000,0.9958895506424463,5.682428501612574e-8,5.6824285022197274e-8,24,443.860682806,429.036252046
5,810000,0.8997991510658591,2.0993920108076936e-7,3.32931733881478e-7,160,3690.700794694,3671.283760722
1,1000000,1.05182612213823,1.0008718391487509e-7,7.664385324058359e-8,21,385.016484439,372.28173247
2,1000000,0.9692773198829256,1.3392257115253658e-7,1.1637731127216167e-7,343,3637.592402891,3630.116173207
3,1000000,0.9952471453019226,6.655278831421002e-8,7.854205015186966e-8,6,73.704363606,64.933285946
4,1000000,0.9749707827915348,6.705537475108769e-8,6.705537474067935e-8,16,139.760422377,133.124632642
5,1000000,1.0241598550258282,5.946992010213287e-8,8.428986595070825e-8,33,286.652470634,277.995156884
