seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap
5,360000,20.300412797,19.523985027,1.0180417967109263,2.8729335294422342e-8,9.167782204395902e-8,21,0,0,3.0,0.0,Inf,Inf
